,File,score
0,0001_12step,0.9756151629350477
1,0003_6foot7foot,0.9696521739130435
2,0004_abc,0.9690237128818628
3,0005_again,0.9846553352219075
4,0006_aint2proud2beg,0.8928916827852998
5,0008_america,0.8689274147456658
6,0009_americanmusic,0.9789881680946553
7,0010_andjusticeforall,0.9729542034800726
8,0011_areyouexperienced,0.8946723320804053
9,0012_aroundtheworld,0.9332795264998655
10,0013_athingaboutyou,0.9587373332361303
11,0014_babaoriley,0.9632031477703293
12,0015_babygotback,0.9323227302849569
13,0017_badromance,0.9718258324185877
14,0018_bassdownlow,0.9527136492507088
15,0020_becauseofyou,0.863716814159292
16,0021_better,0.9744956223829463
17,0022_betteroffalone,0.9542980124066337
18,0023_bewareoftheboys,0.9820881226053639
19,0024_billionaire,0.971679171510092
20,0026_blackandyellow,0.9671493828360385
21,0027_blackened,0.9612324204293117
22,0028_blackmagic,0.7708529603594463
23,0030_bodymovin,0.9705424256788786
24,0032_boomboompow,0.8985912343470484
25,0035_boyfriend,0.9657008947592671
26,0036_breakingthegirl,0.832529193762674
27,0037_breakyourheart,0.6899879372738239
28,0038_bringmetolife,0.9307633131036841
29,0039_bulletproof,0.9025252525252525
30,0040_bustamove,0.8948348068869242
31,0041_calabria,0.8480705444543322
32,0042_callme,0.8966715055993364
33,0043_callmemaybe,0.9616978385037518
34,0044_cameraeye,0.9895401136640982
35,0045_cantgetyou,0.9388988573047502
36,0046_castlesmadeofsand,0.7526325182937712
37,0047_chinacatsunflower,0.906526567005867
38,0048_chingaling,0.9567582518900978
39,0049_closer,0.9450682007979957
40,0050_clubcanthandleme,0.9463057267935316
41,0052_collector,0.9764435854071032
42,0053_commander,0.957907396271798
43,0054_conceited,0.8146313028271641
44,0055_constantmotion,0.9484284729951767
45,0056_control,0.975535803289583
46,0057_crankthat,0.9943593875906527
47,0058_criticalacclaim,0.922831112319826
48,0059_cupidshuffle,0.9793483709273183
49,0061_dabutt,0.9546266523758485
50,0062_dance,0.9569084074447602
51,0063_daysgoby,0.9544959128065396
52,0065_deadandbloated,0.9583303552283611
53,0066_decentdaysandnights,0.9082756853702281
54,0067_deep,0.9678148921363953
55,0068_devilsisland,0.9780477096443729
56,0069_digginmedown,0.9502943496995813
57,0070_dipitlow,0.9213460161603764
58,0071_dirtypool,0.977597962088859
59,0072_discoinferno,0.9853122468387869
60,0073_disturbia,0.9505912162162162
61,0074_djgotusfallininlove,0.9625396825396826
62,0075_dontcha,0.907486033519553
63,0077_dontsweat,0.872920892494929
64,0078_donttouchme,0.7780532773857206
65,0079_dontyouwantme,0.8627470067166358
66,0080_down,0.9636673005705134
67,0081_downonme,0.9621131784440374
68,0082_dragosteadintei,0.9742859403433816
69,0083_dragthewaters,0.9779070623757272
70,0084_dropitlikeitshot,0.8967321252558951
71,0085_electricboogie,0.91523492286115
72,0086_escapade,0.9782145394269477
73,0087_evacuate,0.9742779291553133
74,0088_everybody,0.8062152471028426
75,0090_fearofthedarklive,0.7253776788851154
76,0091_fellonblackdays,0.9383015104018239
77,0092_fergalicious,0.8739029195772882
78,0093_fireburning,0.9669013440614428
79,0094_fireflies,0.9634729393765539
80,0095_firework,0.909115547926642
81,0096_fivemagics,0.9743961990233602
82,0098_floods,0.9685844260101686
83,0099_forgetyou,0.9639130850961999
84,0100_futureperfecttense,0.9846380127471809
85,0101_galang,0.89887742169111
86,0102_gangstaluv,0.9268858160139107
87,0104_getbusy,0.9397183562546323
88,0105_getdownonit,0.9438095238095238
89,0106_getitshawty,0.9420933113129645
90,0107_getlow,0.9556998438398948
91,0108_getup,0.9355836656125396
92,0109_geturfreakon,0.9015495248694461
93,0110_girlsandboys,0.9451530612244898
94,0111_girlsonfilm,0.8620655898188938
95,0112_giveitup,0.7583081570996979
96,0113_giveituptome,0.9972936400541272
97,0114_givemeeverything,0.9648355346176495
98,0115_gonnamakeyousweat,0.949736630657977
99,0116_goodies,0.9763591117917305
100,0117_goodmorningblackfriday,0.5778567596566524
101,0118_grenade,0.9612616025762455
102,0119_gunpowderandlead,0.9696934100787031
103,0120_hallowedbethyname,0.8162547277684933
104,0122_heardemall,0.9559428447715956
105,0123_heavyduty,0.666897746967071
106,0124_hello,0.9920835713702767
107,0125_hellogoodmorning,0.6650430448572723
108,0126_heymami,0.9651392632524708
109,0127_hollabackgirl,0.9420093701197293
110,0128_homecoming,0.5838281359577353
111,0129_hotinherre,0.9588559054407652
112,0130_hotstuff,0.9925313026286886
113,0131_iamthebest,0.9424057084607543
114,0132_iceicebaby,0.9483593821405721
115,0133_ifeellove,0.9676556729912136
116,0134_igotmine,0.8860629854058206
117,0135_igottafeeling,0.9615915363385464
118,0136_igotyoudancing,0.970889063729347
119,0137_iknowyouwantme,0.9472968069666183
120,0138_ilikeit,0.7650884115154172
121,0139_imcomingout,0.96627882672612
122,0140_impacto,0.9248758278145696
123,0141_indaclub,0.898980614973262
124,0142_indestructible,0.8306814981695297
